,STORAGE,Precipitation,Tempreture,Soil Moisture at 0-40,Soil Moisture at 40-80,Soil Moisture at 0-80
1895-01,,25.233635425135457,5.933990245422918,,,
1895-02,,31.87711842949726,2.9119523261512037,,,
1895-03,,16.07103637795576,13.35161698481647,,,
1895-04,,49.61771501912398,18.77713400673026,,,
1895-05,,90.45177479566158,21.361660455967208,,,
1895-06,,132.17292230228514,25.213330223558174,,,
1895-07,,45.84010277774699,26.655869443933803,,,
1895-08,,60.61343662005508,27.54057600701956,,,
1895-09,,14.987152511798836,25.83386504383822,,,
1895-10,,63.16260486852324,16.45118107180253,,,
1895-11,,97.3335604105587,10.162667021883852,,,
1895-12,,84.07299739729655,7.440182318074519,,,
1896-01,,32.586274460993224,7.690078875120751,,,
1896-02,,43.51184104361781,9.441604743604056,,,
1896-03,,21.07496396388277,11.860867965931307,,,
1896-04,,39.99156578854279,19.59785143449603,,,
1896-05,,41.1983243994045,25.35321822239912,,,
1896-06,,33.51066538562664,28.177340517523522,,,
1896-07,,61.71832013688197,28.3447657722066,,,
1896-08,,47.54019999871435,28.72606835891781,,,
1896-09,,98.52466358075604,23.926827501855364,,,
1896-10,,60.78869023521094,17.25416886242759,,,
1896-11,,29.776247330919965,11.791658024229385,,,
1896-12,,39.80409779604319,9.0644961911465,,,
1897-01,,43.36357048080631,4.209409557769514,,,
1897-02,,5.142084576449695,9.723235639305823,,,
1897-03,,86.64305761558653,14.31184862020612,,,
1897-04,,49.16741848464789,17.551121926443685,,,
1897-05,,124.45485272534388,21.61371648525794,,,
1897-06,,87.61408163763068,25.910272416754772,,,
1897-07,,23.789751572580226,29.16725430959145,,,
1897-08,,62.97647451791338,27.315267639945183,,,
1897-09,,52.81330502924904,23.673010902935594,,,
1897-10,,43.78121876511968,20.17523617700466,,,
1897-11,,11.745210859601022,12.902081853196764,,,
1897-12,,23.606049409227637,6.125621373168999,,,
1898-01,,39.698510888251135,8.502407863017192,,,
1898-02,,28.203722399244707,10.319093926918814,,,
1898-03,,55.2457114712493,13.04339238044937,,,
1898-04,,63.23202962174232,16.919102478962866,,,
1898-05,,94.56659723582752,22.2320518912604,,,
1898-06,,181.03886329295787,26.031986706876012,,,
1898-07,,63.0598763292352,27.348389921205133,,,
1898-08,,66.09110877617734,27.28488841613307,,,
1898-09,,37.34038583847317,24.47866903533749,,,
1898-10,,12.09797353963643,18.277602979291213,,,
1898-11,,33.98771505482436,9.803719691505194,,,
1898-12,,54.76967648284843,4.228709564284233,,,
1899-01,,3.558934805786161,5.4956354937548575,,,
1899-02,,10.586973940836137,2.641431190187491,,,
1899-03,,12.518243882665884,13.290930517003144,,,
1899-04,,73.36323077527294,16.416881968841984,,,
1899-05,,94.46481052265878,24.17954843529965,,,
1899-06,,176.4728885111082,25.4566719002095,,,
1899-07,,60.65041102082794,26.790027293720666,,,
1899-08,,3.8674276282666953,30.42374443686288,,,
1899-09,,33.95142334341501,24.45453136541915,,,
1899-10,,75.65954425069654,20.15368341160283,,,
1899-11,,83.25895081119585,12.848647208777406,,,
1899-12,,72.26769081160872,7.526446411361406,,,
1900-01,,31.237379649138344,8.66823667228403,,,
1900-02,,12.851064123794416,7.60997386994809,,,
1900-03,,77.1004385206118,13.001956351487095,,,
1900-04,,218.1105510257941,17.10901980535584,,,
1900-05,,133.22798683275107,21.09995955473173,,,
1900-06,,27.435004454314427,26.577480146649382,,,
1900-07,,95.07853373981916,27.129197663727517,,,
1900-08,,65.46300150645583,26.87889478790955,,,
1900-09,,169.7473371066143,25.70936826244374,,,
1900-10,,80.80981522838896,19.98299490020633,,,
1900-11,,23.54715252507309,13.01905367418527,,,
1900-12,,16.71713379887736,8.574172850286121,,,
1901-01,,5.897404162583908,9.576849957878112,,,
1901-02,,43.78059130995717,6.921539707390264,,,
1901-03,,25.18338650193316,13.203347300481534,,,
1901-04,,28.78740684125713,16.70951186778697,,,
1901-05,,99.45348731061954,22.157015199148244,,,
1901-06,,13.902037085160813,27.41688969697488,,,
1901-07,,30.509825161743084,29.020107995842846,,,
1901-08,,26.31486917806789,29.430001391907926,,,
1901-09,,57.92650851490541,24.36139946677394,,,
1901-10,,26.312905536160866,20.106453028633798,,,
1901-11,,45.31210371301062,13.151092908895556,,,
1901-12,,12.063245222017748,7.122608874381436,,,
1902-01,,11.301075296055732,6.022685137576511,,,
1902-02,,11.002171459778632,7.010169523461527,,,
1902-03,,55.96339082217086,13.75544542711338,,,
1902-04,,47.61700691556272,19.70019891111176,,,
1902-05,,113.7575228656985,23.96462307473569,,,
1902-06,,30.276420523402543,27.937749087305257,,,
1902-07,,134.10524277113302,26.822182403810945,,,
1902-08,,0.5972197069855257,29.264464651946607,,,
1902-09,,73.02770076169448,23.019062513455264,,,
1902-10,,59.74816221951129,18.40418291658825,,,
1902-11,,124.73246952526071,14.623703690590036,,,
1902-12,,27.477394605118903,7.207176281787214,,,
1903-01,,52.60596303202078,7.141312309856347,,,
1903-02,,115.3080604416148,5.811477046509367,,,
1903-03,,41.77517555433276,11.956859548761626,,,
1903-04,,18.18395155831276,17.486133471108285,,,
1903-05,,63.09042279977193,19.88717035131998,,,
1903-06,,89.22065724775901,22.253308355843213,,,
1903-07,,46.20786381027125,27.051900650815945,,,
1903-08,,41.58942741210599,27.669835244235866,,,
1903-09,,107.40575779280684,23.019825855590085,,,
1903-10,,40.25233677551234,17.39755632943828,,,
1903-11,,0.0,11.652483612589728,,,
1903-12,,7.038847898365422,8.553049823181166,,,
