,STORAGE,Precipitation,Tempreture,Soil Moisture at 0-40,Soil Moisture at 40-80,Soil Moisture at 0-80
1895-01,,39.54370975421792,9.837578720307649,,,
1895-02,,42.80694834496866,6.133280053104746,,,
1895-03,,31.065932450925725,15.482769394686423,,,
1895-04,,53.0390161204508,20.198584173618407,,,
1895-05,,126.98588547176344,22.447189464229883,,,
1895-06,,134.45691206651398,26.26524185245074,,,
1895-07,,14.850647715612824,28.501119144696546,,,
1895-08,,51.04260668056035,28.71419172383998,,,
1895-09,,23.37743067970722,26.824179295297064,,,
1895-10,,66.25206666497259,19.09281382759701,,,
1895-11,,94.22883888462673,13.440913783102395,,,
1895-12,,74.0677927640324,10.957535843231812,,,
1896-01,,89.01459281223966,10.397898048259387,,,
1896-02,,76.29396434084667,12.387932980731238,,,
1896-03,,35.21887343730508,14.425157482653256,,,
1896-04,,58.93945883529903,20.668812551479277,,,
1896-05,,35.49589159453866,25.61374502886159,,,
1896-06,,3.8745775541736487,28.47302257682236,,,
1896-07,,25.040854541218145,28.97776341849104,,,
1896-08,,27.629598672988383,29.45959903528827,,,
1896-09,,149.94219223021406,25.95161888804141,,,
1896-10,,124.84137110822005,19.49837760603244,,,
1896-11,,32.94366908480936,15.783658537053952,,,
1896-12,,40.45777524795411,11.675115908234105,,,
1897-01,,86.25255395130223,8.09573803884448,,,
1897-02,,12.024101421285456,13.264125978795724,,,
1897-03,,97.75558692784831,18.453391461395142,,,
1897-04,,61.42137073957419,19.413837015385464,,,
1897-05,,86.28501538205465,22.93774516075493,,,
1897-06,,72.73961442320844,27.233018836185813,,,
1897-07,,12.514120126940306,30.046989459660168,,,
1897-08,,82.50445275824421,28.79060588002774,,,
1897-09,,60.175805788552935,24.76358142765936,,,
1897-10,,118.32474166947198,22.15734315481114,,,
1897-11,,16.185838360199423,15.41286488376549,,,
1897-12,,84.06150707160137,9.403214040540693,,,
1898-01,,61.87276106492499,11.591284053349243,,,
1898-02,,70.2113058433245,13.1033198017619,,,
1898-03,,55.97179435015665,15.87043838944454,,,
1898-04,,85.5437392206491,18.87631267861473,,,
1898-05,,62.6600740113462,23.81678845647973,,,
1898-06,,139.98402600231967,27.10469964317579,,,
1898-07,,51.29478853191523,28.178933923594737,,,
1898-08,,55.3701745565767,28.18277152065884,,,
1898-09,,28.73909888228911,25.79697600012213,,,
1898-10,,42.716932267583736,19.740838720743884,,,
1898-11,,56.34613523984168,12.609146753484984,,,
1898-12,,62.82851504309434,7.297849295386954,,,
1899-01,,73.45644317103228,9.148015025643508,,,
1899-02,,25.48478791161183,5.500613105345759,,,
1899-03,,17.05119650135089,16.897268291988404,,,
1899-04,,75.86123386441395,19.00541967352768,,,
1899-05,,64.15602105005861,25.76336073141248,,,
1899-06,,198.02120463581332,26.745544952303884,,,
1899-07,,65.99853028671015,28.093541330832878,,,
1899-08,,5.818199434760334,30.00705877471305,,,
1899-09,,35.036975312188424,24.968055872791457,,,
1899-10,,95.07208244984194,21.949322836777387,,,
1899-11,,65.09982134160612,15.496181860967257,,,
1899-12,,125.0769300227858,10.16867691353113,,,
1900-01,,131.0619318653709,10.204103527131126,,,
1900-02,,33.65750949472368,10.636327214789103,,,
1900-03,,124.51956029935128,15.25574896312669,,,
1900-04,,229.5326440647625,19.065181320377324,,,
1900-05,,165.71450324174353,22.81529619566553,,,
1900-06,,36.46422680105175,27.78205797035598,,,
1900-07,,84.95822202843388,27.621102339206256,,,
1900-08,,91.62840046723257,27.154722502137396,,,
1900-09,,110.942116245647,27.13039970873104,,,
1900-10,,90.62370627093551,21.760113462775845,,,
1900-11,,45.982601907012224,15.714233606515496,,,
1900-12,,46.72815380105675,10.72762091040537,,,
1901-01,,17.53039789566094,12.25336579832352,,,
1901-02,,49.963630212730095,9.89811197487708,,,
1901-03,,34.01218734732236,15.55408796651348,,,
1901-04,,42.77031088611196,18.381321029657805,,,
1901-05,,80.45507720214472,23.07333306762704,,,
1901-06,,28.421494727662324,27.6538006529974,,,
1901-07,,33.48710549013828,28.91916127832165,,,
1901-08,,30.52059176566897,30.123529159142546,,,
1901-09,,77.40480400351008,25.53757633079617,,,
1901-10,,47.59179840658076,21.54134146154698,,,
1901-11,,31.536960835820143,16.12430078646244,,,
1901-12,,41.22072115895426,9.959448821189437,,,
1902-01,,22.795120093279845,9.41858483159363,,,
1902-02,,34.645825772176245,10.248471057932234,,,
1902-03,,30.778294242498298,16.884663327310616,,,
1902-04,,75.28196874640572,21.705248774562225,,,
1902-05,,94.60438535591447,25.698333110786887,,,
1902-06,,47.80845687836646,28.43975990653888,,,
1902-07,,177.50175268590166,28.32205342332448,,,
1902-08,,0.0,29.85792865044402,,,
1902-09,,162.38805464531475,25.30661115421324,,,
1902-10,,72.73397028994769,20.623322945335367,,,
1902-11,,221.57893877568588,17.603080113992817,,,
1902-12,,65.28198651612139,10.930067110091343,,,
1903-01,,83.34302998229249,9.920522780956574,,,
1903-02,,182.88298780132305,9.420120393484986,,,
1903-03,,71.08476004093363,15.278846441705404,,,
1903-04,,36.09676068745289,19.29519003203613,,,
1903-05,,57.27589459030218,22.375567104336167,,,
1903-06,,92.36435404022494,24.75448353610132,,,
1903-07,,183.92999039081693,27.62033393772224,,,
1903-08,,38.80307664555106,27.893751887365752,,,
1903-09,,25.01675661037013,24.80289859255658,,,
1903-10,,88.33176333740437,19.559582387887104,,,
1903-11,,5.651136959706959,14.5586384995719,,,
1903-12,,49.18290359283779,11.204971271306617,,,
1904-01,,9.701797790704209,9.293952265723536,,,
1904-02,,64.9166885340604,13.939668912110829,,,
1904-03,,12.362206747041723,18.9451542803428,,,
1904-04,,94.93135024499632,19.50270948712945,,,
1904-05,,161.73678717581214,22.738908875797804,,,
1904-06,,94.9261503298137,26.57610754161283,,,
1904-07,,69.74000341119621,27.3355542997878,,,
1904-08,,66.55541970172017,27.40550025743016,,,
1904-09,,86.02756974976101,26.69492911592948,,,
1904-10,,90.30907581147996,21.57727492899146,,,
1904-11,,20.55798629476705,15.23231681296837,,,
1904-12,,76.27795232818099,10.819195856594988,,,
1905-01,,41.62484750106882,8.250462930282172,,,
1905-02,,73.44788234178256,5.3117936560789385,,,
1905-03,,135.4092598761269,17.55717010318544,,,
1905-04,,204.58457455995728,19.449687477461847,,,
1905-05,,105.11663969405654,24.96227000508867,,,
1905-06,,140.60617554310687,27.246559850386408,,,
1905-07,,59.52943825532009,27.284336654465637,,,
1905-08,,24.04467031391638,29.32442017504356,,,
1905-09,,36.6050730405584,27.31760259565866,,,
1905-10,,71.09923587572318,20.89004597905746,,,
1905-11,,99.13226738343,16.685719611677577,,,
1905-12,,108.29280870641014,7.84522904512272,,,
1906-01,,32.30617524024879,10.594181689248597,,,
1906-02,,49.19151958724008,10.65247835052788,,,
1906-03,,41.1995973381796,13.68988206482092,,,
1906-04,,54.727318535724834,20.418541591296638,,,
1906-05,,52.087306691489744,23.89352567220145,,,
1906-06,,60.70510770124462,28.52781322939356,,,
1906-07,,112.03547948639697,28.03045329594891,,,
1906-08,,70.1028757916958,27.74799570378346,,,
1906-09,,81.1371952606216,26.57016818481006,,,
1906-10,,56.738753178550105,18.41903814603924,,,
1906-11,,41.33878828838914,15.440811290335766,,,
1906-12,,75.23349243516732,13.841086813953291,,,
1907-01,,29.456021026380085,15.337960750782305,,,
1907-02,,51.45273472711575,13.3499062402662,,,
1907-03,,46.752354849499326,21.18584803440737,,,
1907-04,,66.92500660168854,18.79661402914501,,,
1907-05,,234.93003089613885,20.78529644586596,,,
1907-06,,36.51646537310887,26.932960019525083,,,
1907-07,,66.27660094758696,27.91650946067201,,,
1907-08,,19.563916662343026,29.183365916671264,,,
1907-09,,28.82081584892144,26.62201910696676,,,
1907-10,,171.99517305508903,20.91568648388671,,,
1907-11,,220.9312673479898,12.883705252339276,,,
1907-12,,70.24852197758096,11.543661342922045,,,
1908-01,,31.58185657535273,11.158657924170871,,,
1908-02,,103.00282195787284,11.6087585602588,,,
1908-03,,53.32813842310954,19.426729648519608,,,
1908-04,,114.33332467338188,21.11694033105813,,,
1908-05,,173.32421493187107,23.80960764167928,,,
1908-06,,42.09626528522348,28.072642676451323,,,
1908-07,,45.26898064302183,28.01553141532097,,,
1908-08,,73.50041817698163,28.15029891044918,,,
1908-09,,76.39923540685146,24.903936728351496,,,
1908-10,,52.826470854768914,19.221051214079687,,,
1908-11,,58.40962348981808,15.972051381388384,,,
1908-12,,59.79411934753676,12.570502400307513,,,
1909-01,,1.3499155762643973,12.701652186856156,,,
1909-02,,28.6726143848656,13.916562192968478,,,
1909-03,,26.535804463442563,16.973566783603836,,,
