,STORAGE,Precipitation,Tempreture,Soil Moisture at 0-40,Soil Moisture at 40-80,Soil Moisture at 0-80
1895-01,,92.90600409068205,7.870106441140416,,,
1895-02,,46.514698824062506,4.679322657918374,,,
1895-03,,114.51237667604724,14.509851641967506,,,
1895-04,,59.168180913005465,18.73668332064762,,,
1895-05,,126.72601086456922,21.689731515488585,,,
1895-06,,167.51252360813558,25.92790451219916,,,
1895-07,,122.70572935894809,27.4335170790906,,,
1895-08,,93.12187043410246,27.688664143646243,,,
1895-09,,35.41827130779841,26.29609480904725,,,
1895-10,,68.46376926733299,17.06261898100004,,,
1895-11,,113.61736315139566,12.64272432957715,,,
1895-12,,90.28646513076836,9.769495492414158,,,
1896-01,,114.11983464841417,8.388993227479208,,,
1896-02,,140.0243640132857,10.891218322030705,,,
1896-03,,95.838493902327,13.412803197480306,,,
1896-04,,101.15441805092794,20.80699875942732,,,
1896-05,,60.71685113215881,25.02449194747973,,,
1896-06,,62.26492249265254,26.96480652541889,,,
1896-07,,7.436903574203158,29.03858798608078,,,
1896-08,,60.16882026961552,29.33227666737581,,,
1896-09,,81.43914308328247,25.40610877007298,,,
1896-10,,140.52881442502698,18.51480485713729,,,
1896-11,,107.0438580651024,15.12050659919976,,,
1896-12,,28.16310870583974,10.237293663398074,,,
1897-01,,163.86415620330322,7.32144757941429,,,
1897-02,,49.78333772221343,12.086940227481955,,,
1897-03,,163.0448498188069,17.514987707746286,,,
1897-04,,75.3047456956845,18.89957976003612,,,
1897-05,,91.03364489825294,22.1053806902082,,,
1897-06,,101.08585549646061,26.901495686737903,,,
1897-07,,54.73615507561055,28.939275483345828,,,
1897-08,,81.63092458982555,27.83005135246565,,,
1897-09,,40.35327559366287,24.84503703049077,,,
1897-10,,88.62245823954208,21.322573815152992,,,
1897-11,,53.04182055995365,14.173182006790574,,,
1897-12,,170.00432274386264,8.823859757777281,,,
1898-01,,162.03302572054318,11.589711855020246,,,
1898-02,,86.48147731172823,11.729912505944746,,,
1898-03,,77.76577782405352,15.538516105324048,,,
1898-04,,59.08063194474591,16.775977906850716,,,
1898-05,,68.8801593339532,23.287744116127502,,,
1898-06,,180.64065754511543,26.31185109212606,,,
1898-07,,69.70856375418707,27.239838151069907,,,
1898-08,,81.75590363400914,27.332419828060864,,,
1898-09,,95.34955966340206,25.1769310525362,,,
1898-10,,85.7602558875049,18.23905109943972,,,
1898-11,,125.39758374817777,11.245983563500491,,,
1898-12,,69.38367073309344,7.199729109376503,,,
1899-01,,127.66732086508988,8.411208943882183,,,
1899-02,,57.86847541591003,4.668593697934589,,,
1899-03,,67.38674856215452,15.387587246045143,,,
1899-04,,75.35971997880591,17.811387503575514,,,
1899-05,,44.10319489629885,25.122829861881637,,,
1899-06,,114.05216352930458,26.27468263843603,,,
1899-07,,67.0223603908063,27.950368500468485,,,
1899-08,,55.36291576488312,29.326049006699083,,,
1899-09,,29.368750586552903,23.72846673683047,,,
1899-10,,65.04783146704598,20.5609301951417,,,
1899-11,,58.65197160479949,14.34800594374967,,,
1899-12,,127.10548288529124,9.13800866111095,,,
1900-01,,100.28917721202254,9.578973853281358,,,
1900-02,,117.1270938055916,9.604845312718629,,,
1900-03,,138.85122692495196,14.428944619756557,,,
1900-04,,174.02494625931917,18.911162780053075,,,
1900-05,,139.28169542297334,22.49829102953271,,,
1900-06,,159.49248890253892,26.552805233635794,,,
1900-07,,111.67120785256594,27.62713459016349,,,
1900-08,,90.23400755277046,27.638745353802484,,,
1900-09,,96.7078426472882,27.26480859597432,,,
1900-10,,92.85404730750206,20.78249794085886,,,
1900-11,,112.17571603900576,14.423355176885927,,,
1900-12,,61.86064994787033,9.872661344260274,,,
1901-01,,56.62820519074022,11.207441795883517,,,
1901-02,,108.75478358454843,9.138169465259349,,,
1901-03,,88.34468042108415,14.192446319703906,,,
1901-04,,91.97367187132804,16.731134149736715,,,
1901-05,,80.33115583647802,22.054029499433486,,,
1901-06,,49.59176327902869,26.96832350932864,,,
1901-07,,81.77744644200595,28.44726393791425,,,
1901-08,,71.3764510728944,28.32111419089396,,,
1901-09,,127.9068124345573,23.697006334280637,,,
1901-10,,64.19066150121925,19.09847813795472,,,
1901-11,,65.74501451488057,13.207020289727952,,,
1901-12,,81.07106948450097,7.868269384586181,,,
1902-01,,57.08349948539234,7.394139863252089,,,
1902-02,,74.07094290655772,8.186776302234508,,,
1902-03,,106.44058615728932,15.199891624058356,,,
1902-04,,77.00097519686244,20.22425275976976,,,
1902-05,,94.76994326948784,24.717249696377284,,,
1902-06,,55.70532953686725,27.373818327772696,,,
1902-07,,197.21597302544507,27.30225732298108,,,
1902-08,,21.57338653396105,29.048813581059598,,,
1902-09,,165.48332817574635,23.516845097775615,,,
1902-10,,95.89177955100403,19.276929214787412,,,
